latitude,longitude,name,url,postcode,Registered_accounts_type,subactivity
53.71992,-0.43338,BRIDGEWOOD (UK) LIMITED,www.bridgewooduk.com,HU13 0TP,Full accounts,Other plastic
54.33428,-1.44742,GRAYSON SPA LIMITED,,DL7 8NR,Total Exemption Small,Other plastic
54.57134,-1.18498,SEALTIGHT WINDOWS (N E) LIMITED,www.sealtightwindows.co.uk,TS6 6DX,Total Exemption Small,Other plastic
53.98126,-2.1094,JAYPLAS LIMITED,,BD23 3NL,Total Exemption Small,Other plastic
53.79676,-1.60514,BEECHCRAFT LIMITED,www.beechcraft-ltd.com,LS12 3LP,Total Exemption Small,Other plastic
53.79082,-1.65154,"MOULDS, PATTERNS AND MODELS LIMITED",www.mpmbradford.co.uk,LS28 9LY,Total Exemption Full,Other plastic
53.78902,-1.39271,PRECISION RUBBER ROLLERS LIMITED,,LS25 1LL,Total Exemption Small,Other rubber
53.679401,-1.500734,PROARTCO LTD,,WF1 5PF,Total Exemption Small,Other rubber
54.52116,-1.2236,COWIE TECHNOLOGY GROUP LIMITED,www.cowie.com,TS8 0TQ,Group,Other plastic
53.84543,-1.82274,BUTTERCREAM AND SPARKLES LIMITED,,BD16 4RQ,Not Available,"Plastic plates, sheets, tubes etc"
54.01242,-1.53686,ELLIES SAFETY LIMITED,www.tapsock.com,HG1 3EA,Total Exemption Small,Other rubber
53.41085,-1.07116,W P HYDRAULICS LTD,,DN11 8NE,Total Exemption Small,Other rubber
53.71944,-0.45881,HALLITE SEALS INTERNATIONAL LIMITED,www.hallite.com,HU13 0PW,Full accounts,Plastics in primary forms
54.12684,-0.818,WINDOW DISTRIBUTION LIMITED,www.windowdist.com,YO17 6YA,Total Exemption Small,Other plastic
53.62163,-1.87944,D. & B. INJECTION MOULDERS LIMITED,www.dbmoulders.co.uk,HD7 5JS,Total Exemption Small,Other plastic
53.76232,-0.70928,TOILLED LTD,,HU15 2PX,Total Exemption Full,"Hunting, trapping, related activities"
53.74633,-0.24829,ANTIVIBE (HULL) LIMITED,www.antivibe.co.uk,HU9 5NX,Total Exemption Small,Other rubber
53.8559,-1.8184,ORCHARD WATERCARE LIMITED,www.orchardwatercare.co.uk,BD16 3PH,Total Exemption Small,Other plastic
53.67417,-1.66623,CHEM-RESIST (N.E.) LIMITED,www.chemresist.com,WF13 3SX,Total Exemption Small,Other plastic
53.73413,0.02848,BYDALES GAMESTOCK LIMITED,,HU19 2AT,Total Exemption Small,"Hunting, trapping, related activities"
54.23647,-0.75985,RESINOUS CASTINGS YORKSHIRE LTD,,YO18 7NA,Total Exemption Small,"Plastic plates, sheets, tubes etc"
53.77797,-1.75914,SIGN N PRINT BRADFORD LTD,,BD5 7DB,Not Available,Other plastic
54.5197,-1.29083,PRO-FLEX PACKAGING EUROPE LTD,,TS17 9JY,Small company,Plastic packing goods
53.94571,-2.01691,SKIPTON RUBBER MOULDINGS LIMITED,www.skiptonrubber.co.uk,BD23 2QR,Total Exemption Small,Other rubber
53.71835,-1.41376,VAPLAS LIMITED,www.vaplas.com,WF6 2AE,Total Exemption Small,Other plastic
53.71959,-1.88484,PF1NI LIMITED,,HX1 3TT,Not Available,Other plastic
