latitude,longitude,name,url,postcode,Registered_accounts_type,subactivity
54.17039,-0.63057,KNAPTON QUARRY LIMITED,,YO17 8JA,Not Available,"Non-hazardous treatment, disposal"
53.67564,-1.74583,KWIKCLEAR (PVT) LIMITED,,HD2 1TN,Not Available,Non-hazardous waste collection
53.65511,-1.54056,RGN (TEXTILES) LIMITED,www.rgntextiles.com,WF4 5ER,Total Exemption Small,Non-hazardous waste collection
53.8585,-1.50706,RIPON RECYCLING (HESSAY) LIMITED,,LS17 8SH,Not Available,Non-hazardous waste collection
54.24406,-1.49223,ALAN OXTOBY LIMITED,,YO7 4JY,Total Exemption Small,Non-hazardous waste collection
53.88497,-1.73512,LICENSED TYRE DISPOSALS LIMITED,,LS29 6QL,Total Exemption Small,Non-hazardous waste collection
53.69772,-1.7677,BIFFA WASTE SERVICES LIMITED,www.r3mc.co.uk,HD6 1PZ,Full accounts,Non-hazardous waste collection
53.80011,-1.78203,STS METAL RECYCLING LIMITED,,BD8 9ER,Total Exemption Small,Non-hazardous waste collection
53.77113,-1.42127,YORKSHIRE WASTE RECYCLING LIMITED,,LS26 8QR,Total Exemption Small,Non-hazardous waste collection
53.54908,-0.49775,T W S FACIAS LIMITED,,DN20 8NA,Total Exemption Small,Non-hazardous waste collection
54.61012,-1.26081,BIOCHEMICA AIR LIMITED,,TS23 4JD,Not Available,"Non-hazardous treatment, disposal"
53.78372,-1.7455,UK WASTE MANAGEMENT LIMITED,www.scottishslimmers.com,BD4 7EZ,Full accounts,Non-hazardous waste collection
53.70195,-1.9203,CALDER VALLEY SKIP HIRE LIMITED,www.caldervalleyskiphire.co.uk,HX6 3LL,Total Exemption Small,Non-hazardous waste collection
53.58296,-1.1813,D KELBIE MACHINERY SALES LIMITED,,DN6 8DP,Total Exemption Small,Non-hazardous waste collection
53.75762,-1.75293,MAGNA SKIP HIRE LIMITED,,BD12 0QD,Total Exemption Small,Non-hazardous waste collection
53.67576,-1.84836,P. CASEY ENVIRO LIMITED,www.casey.co.uk,HX5 0TD,Medium Company,"Non-hazardous treatment, disposal"
53.96046,-1.10282,110 LONGFELLOW LTD,,YO26 4XD,Not Available,Non-hazardous waste collection
53.82116,-0.77351,ALLENSWAY RECYCLING LIMITED,www.allensway.co.uk,YO43 4BT,Micro-entity accounts,Non-hazardous waste collection
53.76518,-1.60946,ASSOCIATED WASTE MANAGEMENT LIMITED,www.awm.uk.com,LS27 7NA,Full accounts,Non-hazardous waste collection
53.67789,-1.08028,GASKIN WASTE RECYCLING LIMITED,,DN14 0BA,Not Available,Non-hazardous waste collection
53.71863,-1.87302,SUMMERHOUSE INC LTD,,HX1 1EB,Not Available,Non-hazardous waste collection
53.92982,-0.77991,MATTS METALS LTD,,YO42 2QR,Total Exemption Small,Non-hazardous waste collection
53.93408,-0.76746,ETTRICKHALL LIMITED,,YO42 2NA,Total Exemption Small,"Non-hazardous treatment, disposal"
53.80171,-1.53792,YORK RECYCLING SERVICE LTD,,LS2 7PN,Not Available,Non-hazardous waste collection
54.06004,-0.258079,BURLINGTON HEALTHCARE SUPPLIES LIMITED,www.clinicare.org.uk,YO15 3QY,Total Exemption Small,"Non-hazardous treatment, disposal"
53.68772,-1.63787,BLACKBURNS WASTE DISPOSAL LIMITED,www.cjblackburn.co.uk,WF12 9QB,Total Exemption Small,Non-hazardous waste collection
53.7861,-1.5904,M&N OILS LIMITED,,LS12 4SD,Not Available,Non-hazardous waste collection
54.64897,-1.23361,YORK WASTE CENTRE LTD,,TS25 5TG,Total Exemption Small,Non-hazardous waste collection
