latitude,longitude,name,url,post.code,company.size
53.679401,-1.500734,T&P WEINBAU,,WF1 5PF,Not Available
53.99109,-1.53351,YORKSHIRE HEART LIMITED,www.yorkshireheart.com,HG1 5PR,Total Exemption Small
53.6634,-1.75495,CONTINENTAL WINE & FOOD LIMITED,www.continental-food.co.uk,HD2 1YY,Full accounts
