latitude,longitude,name,url,postcode,Registered_accounts_type
53.79332,-1.55083,E.PARK & SONS LIMITED,www.epark.co.uk,LS1 4GH,Full accounts
53.81381,-0.38532,M & F LIMITED,www.mfproduce.co.uk,HU17 0RT,Medium Company
53.60668,-0.41546,ARUNDEL KERR PRODUCE LIMITED,www.arkpro.co.uk,DN20 0NX,Small company
53.53791,-0.84571,E.PARK & SONS LIMITED,www.epark.co.uk,DN9 1LB,Full accounts
53.52176,-0.53472,BENNETT POTATOES LIMITED,www.bennettpotatoes.co.uk,DN20 9DP,Full accounts
53.79678,-1.78158,SEABROOK CRISPS LIMITED,www.seabrookcrisps.com,BD8 9AJ,Full accounts
53.79678,-1.78158,SEABROOK GROUP LIMITED,,BD8 9AJ,Group
53.60658,-0.66252,SAXON QUALITY FOODS LIMITED,www.saxonqualityfoods.co.uk,DN15 8QJ,Full accounts
53.60665,-0.41879,ARUNDEL KERR PRODUCE LIMITED,www.arkpro.co.uk,DN20 0SQ,Small company
